	Family	Source	orthogroup	species
AT4G31550	WRKY	TFDB	4309	arath
AT4G31800	WRKY	TFDB	9607	arath
AT4G32890	GATA	TFDB	31488	arath
AT4G33880	bHLH	TFDB	2090	arath
AT4G34000	bZIP	TFDB	860	arath
AT4G34530	bHLH	TFDB	3131	arath
AT4G34590	bZIP	TFDB	438	arath
AT4G34680	GATA	TFDB	3727	arath
AT4G35040	bZIP	TFDB	4262	arath
AT4G35270	Nin-like	TFDB	4248	arath
AT4G35580	NAC	TFDB	14738	arath
AT4G35590	Nin-like	TFDB	12008	arath
AT4G35900	bZIP	TFDB	3540	arath
AT4G36060	bHLH	TFDB	31107	arath
AT4G36160	NAC	TFDB	3593	arath
AT4G36240	GATA	TFDB	3727	arath
AT4G36260	SRS	TFDB	31385	arath
AT4G36540	bHLH	TFDB	31267	arath
AT4G36620	GATA	TFDB	4523	arath
AT4G36710	GRAS	TFDB	5441	arath
AT4G36730	bZIP	TFDB	2113	arath
AT4G36780	BES1	TFDB	31580	arath
AT4G36930	bHLH	TFDB	8119	arath
AT4G36990	HSF	TFDB	8176	arath
AT4G37540	LBD	TFDB	8267	arath
AT4G37650	GRAS	TFDB	6654	arath
AT4G37730	bZIP	TFDB	3581	arath
AT4G37850	bHLH	TFDB	339	arath
AT4G38000	Dof	TFDB	31245	arath
AT4G38070	bHLH	TFDB	14750	arath
AT4G38180	FAR1	TFDB	20	arath
AT4G38340	Nin-like	TFDB	31410	arath
AT4G38900	bZIP	TFDB	6481	arath
AT4G38910	BBR-BPC	TFDB	5221	arath
AT4G39410	WRKY	TFDB	5502	arath
AT5G01310	bHLH	TFDB	14279	arath
AT5G01380	Trihelix	TFDB	3652	arath
AT5G01900	WRKY	TFDB	16018	arath
AT5G02460	Dof	TFDB	340	arath
AT5G02470	E2F/DP	TFDB	18753	arath
AT5G03415	E2F/DP	TFDB	5024	arath
AT5G03680	Trihelix	TFDB	2815	arath
AT5G03720	HSF	TFDB	8969	arath
AT5G04150	bHLH	TFDB	34393	arath
AT5G04400	NAC	TFDB	34694	arath
AT5G04410	NAC	TFDB	7156	arath
AT5G05550	Trihelix	TFDB	16054	arath
AT5G05660	NF-X1	TFDB	12974	arath
AT5G06080	LBD	TFDB	12935	arath
AT5G06510	NF-YA	TFDB	3322	arath
AT5G06839	bZIP	TFDB	3403	arath
AT5G06950	bZIP	TFDB	4789	arath
AT5G06960	bZIP	TFDB	4789	arath
AT5G07100	WRKY	TFDB	710	arath
AT5G07160	bZIP	TFDB	15485	arath
AT5G07680	NAC	TFDB	1981	arath
AT5G08070	TCP	TFDB	3368	arath
AT5G08130	bHLH	TFDB	7543	arath
AT5G08141	bZIP	TFDB	12897	arath
AT5G08190	NF-YB	TFDB	2842	arath
AT5G08330	TCP	TFDB	4997	arath
AT5G08790	NAC	TFDB	21028	arath
AT5G09330	NAC	TFDB	4070	arath
AT5G09410	CAMTA	TFDB	6054	arath
AT5G09750	bHLH	TFDB	4408	arath
AT5G10030	bZIP	TFDB	4043	arath
AT5G10120	EIL	TFDB	5994	arath
AT5G10570	bHLH	TFDB	1138	arath
AT5G11260	bZIP	TFDB	5991	arath
AT5G12330	SRS	TFDB	7479	arath
AT5G12840	NF-YA	TFDB	4091	arath
AT5G13080	WRKY	TFDB	2502	arath
AT5G13180	NAC	TFDB	5983	arath
AT5G14000	NAC	TFDB	35056	arath
AT5G14280	GeBP	TFDB	15362	arath
AT5G14490	NAC	TFDB	5862	arath
AT5G14960	E2F/DP	TFDB	1545	arath
AT5G15060	LBD	TFDB	34223	arath
AT5G15130	WRKY	TFDB	12986	arath
AT5G15160	bHLH	TFDB	3336	arath
AT5G15210	ZF-HD	TFDB	34605	arath
AT5G15830	bZIP	TFDB	34885	arath
AT5G16820	HSF	TFDB	10581	arath
AT5G17260	NAC	TFDB	34666	arath
AT5G17490	GRAS	TFDB	34831	arath
AT5G18037	NAC	TFDB	34858	arath
AT5G18270	NAC	TFDB	2437	arath
AT5G18300	NAC	TFDB	35116	arath
AT5G18830	SBP	TFDB	9030	arath
AT5G18960	FAR1	TFDB	12488	arath
AT5G19490	NF-YC	TFDB	1401	arath
AT5G21120	EIL	TFDB	34613	arath
AT5G22290	NAC	TFDB	6274	arath
AT5G22380	NAC	TFDB	798	arath
AT5G22570	WRKY	TFDB	16018	arath
AT5G23090	NF-YB	TFDB	2842	arath
AT5G23280	TCP	TFDB	4997	arath
AT5G24110	WRKY	TFDB	35228	arath
AT5G24800	bZIP	TFDB	7570	arath
AT5G25790	CPP	TFDB	34833	arath
AT5G25830	GATA	TFDB	3417	arath
AT5G26170	WRKY	TFDB	9095	arath
AT5G26930	GATA	TFDB	12830	arath
AT5G27910	NF-YC	TFDB	34808	arath
AT5G28040	GeBP	TFDB	3332	arath
AT5G28300	Trihelix	TFDB	6043	arath
AT5G28530	FAR1	TFDB	2494	arath
AT5G28650	WRKY	TFDB	20991	arath
AT5G28770	bZIP	TFDB	4107	arath
AT5G33210	SRS	TFDB	12777	arath
AT5G35770	SAP	TFDB	12877	arath
AT5G35900	LBD	TFDB	34151	arath
AT5G37800	bHLH	TFDB	3932	arath
AT5G38140	NF-YC	TFDB	34637	arath
AT5G38800	bZIP	TFDB	833	arath
AT5G38860	bHLH	TFDB	34450	arath
AT5G39610	NAC	TFDB	1981	arath
AT5G39660	Dof	TFDB	391	arath
AT5G39690	NAC	TFDB	34287	arath
AT5G39760	ZF-HD	TFDB	5829	arath
AT5G39820	NAC	TFDB	1673	arath
AT5G39860	bHLH	TFDB	3336	arath
AT5G41030	TCP	TFDB	35127	arath
AT5G41090	NAC	TFDB	34988	arath
AT5G41315	bHLH	TFDB	6939	arath
AT5G41570	WRKY	TFDB	1814	arath
AT5G41765	GeBP	TFDB	34822	arath
AT5G41920	GRAS	TFDB	11174	arath
AT5G42520	BBR-BPC	TFDB	3406	arath
AT5G42780	ZF-HD	TFDB	34908	arath
AT5G42910	bZIP	TFDB	34257	arath
AT5G43175	bHLH	TFDB	3921	arath
AT5G43250	NF-YC	TFDB	12904	arath
AT5G43270	SBP	TFDB	2411	arath
AT5G43290	WRKY	TFDB	11218	arath
AT5G43650	bHLH	TFDB	11266	arath
AT5G43840	HSF	TFDB	34294	arath
AT5G44080	bZIP	TFDB	10525	arath
AT5G45050	WRKY	TFDB	34909	arath
AT5G45260	WRKY	TFDB	34661	arath
AT5G45300	BES1	TFDB	12944	arath
AT5G45710	HSF	TFDB	4501	arath
AT5G46350	WRKY	TFDB	4505	arath
AT5G46590	NAC	TFDB	4397	arath
AT5G46690	bHLH	TFDB	11058	arath
AT5G46760	bHLH	TFDB	3703	arath
AT5G46830	bHLH	TFDB	34468	arath
AT5G47140	GATA	TFDB	3092	arath
AT5G47640	NF-YB	TFDB	777	arath
AT5G47660	Trihelix	TFDB	11064	arath
AT5G47670	NF-YB	TFDB	11301	arath
AT5G48150	GRAS	TFDB	1747	arath
AT5G48560	bHLH	TFDB	3350	arath
AT5G49300	GATA	TFDB	5818	arath
AT5G49450	bZIP	TFDB	16723	arath
AT5G49520	WRKY	TFDB	2484	arath
AT5G50470	NF-YC	TFDB	35026	arath
AT5G50480	NF-YC	TFDB	34532	arath
AT5G50490	NF-YC	TFDB	34795	arath
AT5G50570	SBP	TFDB	2495	arath
AT5G50670	SBP	TFDB	2495	arath
AT5G50820	NAC	TFDB	35060	arath
AT5G50915	bHLH	TFDB	4083	arath
AT5G51780	bHLH	TFDB	468	arath
AT5G51790	bHLH	TFDB	468	arath
AT5G51910	TCP	TFDB	1818	arath
AT5G52510	GRAS	TFDB	2840	arath
AT5G52830	WRKY	TFDB	4052	arath
AT5G53040	Nin-like	TFDB	7400	arath
AT5G53210	bHLH	TFDB	5997	arath
AT5G53950	NAC	TFDB	5029	arath
AT5G54070	HSF	TFDB	1011	arath
AT5G54680	bHLH	TFDB	4904	arath
AT5G56270	WRKY	TFDB	6686	arath
AT5G56620	NAC	TFDB	3751	arath
AT5G56780	HRT-like	TFDB	4453	arath
AT5G56860	GATA	TFDB	1893	arath
AT5G56960	bHLH	TFDB	7527	arath
AT5G57150	bHLH	TFDB	1632	arath
AT5G58010	bHLH	TFDB	3515	arath
AT5G59450	GRAS	TFDB	891	arath
AT5G60200	Dof	TFDB	20988	arath
AT5G60480	ZF-HD	TFDB	18710	arath
AT5G60830	bZIP	TFDB	12897	arath
AT5G60850	Dof	TFDB	9166	arath
AT5G60970	TCP	TFDB	3368	arath
AT5G61270	bHLH	TFDB	14171	arath
AT5G61430	NAC	TFDB	1981	arath
AT5G61850	LFY	TFDB	14208	arath
AT5G62020	HSF	TFDB	5009	arath
AT5G62380	NAC	TFDB	34588	arath
AT5G62430	Dof	TFDB	391	arath
AT5G62610	bHLH	TFDB	888	arath
AT5G62940	Dof	TFDB	6069	arath
AT5G63090	LBD	TFDB	5015	arath
AT5G63420	Trihelix	TFDB	4938	arath
AT5G63470	NF-YC	TFDB	8781	arath
AT5G63790	NAC	TFDB	21028	arath
AT5G64060	NAC	TFDB	4070	arath
AT5G64220	CAMTA	TFDB	6054	arath
AT5G64530	NAC	TFDB	7471	arath
AT5G64810	WRKY	TFDB	4089	arath
AT5G65100	EIL	TFDB	5994	arath
AT5G65210	bZIP	TFDB	4043	arath
AT5G65320	bHLH	TFDB	34759	arath
AT5G65410	ZF-HD	TFDB	34895	arath
AT5G65590	Dof	TFDB	4915	arath
AT5G65640	bHLH	TFDB	1138	arath
AT5G66300	NAC	TFDB	8370	arath
AT5G66320	GATA	TFDB	7303	arath
AT5G66350	SRS	TFDB	12777	arath
AT5G66770	GRAS	TFDB	5853	arath
AT5G66870	LBD	TFDB	14287	arath
AT5G66940	Dof	TFDB	9011	arath
AT5G66990	Nin-like	TFDB	10228	arath
AT5G67060	bHLH	TFDB	1128	arath
AT5G67110	bHLH	TFDB	9051	arath
AT5G67411	GRAS	TFDB	34899	arath
AT5G67420	LBD	TFDB	3998	arath
AT1G19220	ARF	TFDB	2731	arath
AT1G19850	ARF	TFDB	10432	arath
AT1G30330	ARF	TFDB	2718	arath
AT1G34170	ARF	TFDB	31870	arath
AT1G34310	ARF	TFDB	32277	arath
AT1G34390	ARF	TFDB	32217	arath
AT1G34410	ARF	TFDB	32253	arath
AT1G35240	ARF	TFDB	31772	arath
AT1G35520	ARF	TFDB	32636	arath
AT1G35540	ARF	TFDB	32103	arath
AT1G59750	ARF	TFDB	3928	arath
AT1G77850	ARF	TFDB	3833	arath
AT2G28350	ARF	TFDB	645	arath
AT2G33860	ARF	TFDB	4326	arath
AT2G46530	ARF	TFDB	707	arath
AT3G61830	ARF	TFDB	707	arath
AT4G23980	ARF	TFDB	707	arath
AT4G30080	ARF	TFDB	645	arath
AT5G20730	ARF	TFDB	2731	arath
AT5G37020	ARF	TFDB	12991	arath
AT5G60450	ARF	TFDB	2844	arath
AT5G62000	ARF	TFDB	2507	arath
AT1G01030	B3	TFDB	954	arath
AT1G05930	B3	TFDB	5181	arath
AT1G08985	B3	TFDB	31914	arath
AT1G16640	B3	TFDB	13706	arath
AT1G20600	B3	TFDB	3696	arath
AT1G26680	B3	TFDB	2039	arath
AT1G28300	B3	TFDB	15444	arath
AT1G43950	B3	TFDB	31766	arath
AT1G49475	B3	TFDB	150	arath
AT1G49480	B3	TFDB	2139	arath
AT2G16210	B3	TFDB	15352	arath
AT2G24645	B3	TFDB	2039	arath
AT2G24650	B3	TFDB	2039	arath
AT2G24680	B3	TFDB	2039	arath
AT2G24681	B3	TFDB	2039	arath
AT2G24690	B3	TFDB	2039	arath
AT2G24696	B3	TFDB	2039	arath
AT2G24700	B3	TFDB	2039	arath
AT2G30470	B3	TFDB	1440	arath
AT2G33720	B3	TFDB	122	arath
AT2G35310	B3	TFDB	15352	arath
AT2G36080	B3	TFDB	3663	arath
AT2G46870	B3	TFDB	954	arath
AT3G06160	B3	TFDB	13706	arath
AT3G06220	B3	TFDB	13706	arath
AT3G11580	B3	TFDB	33321	arath
AT3G17010	B3	TFDB	15352	arath
AT3G18960	B3	TFDB	20930	arath
AT3G18990	B3	TFDB	2139	arath
AT3G19184	B3	TFDB	14871	arath
AT3G24650	B3	TFDB	10669	arath
AT3G26790	B3	TFDB	13977	arath
AT3G46770	B3	TFDB	33720	arath
AT3G53310	B3	TFDB	13706	arath
AT3G61970	B3	TFDB	954	arath
AT4G00260	B3	TFDB	2039	arath
AT4G01500	B3	TFDB	954	arath
AT4G01580	B3	TFDB	20930	arath
AT4G03170	B3	TFDB	3696	arath
AT4G21550	B3	TFDB	31024	arath
AT4G31610	B3	TFDB	2039	arath
AT4G31615	B3	TFDB	2039	arath
AT4G31620	B3	TFDB	2039	arath
AT4G31630	B3	TFDB	2039	arath
AT4G31640	B3	TFDB	2039	arath
AT4G31650	B3	TFDB	2039	arath
AT4G31660	B3	TFDB	2039	arath
AT4G31680	B3	TFDB	2039	arath
AT4G31690	B3	TFDB	2039	arath
AT4G32010	B3	TFDB	1440	arath
AT4G33280	B3	TFDB	1859	arath
AT4G34400	B3	TFDB	13706	arath
AT5G06250	B3	TFDB	3663	arath
AT5G09780	B3	TFDB	15352	arath
AT5G18000	B3	TFDB	15352	arath
AT5G18090	B3	TFDB	15352	arath
AT5G25470	B3	TFDB	34329	arath
AT5G25475	B3	TFDB	35256	arath
AT5G32460	B3	TFDB	2039	arath
AT5G42700	B3	TFDB	7347	arath
AT5G57720	B3	TFDB	13706	arath
AT5G58280	B3	TFDB	15504	arath
AT5G60130	B3	TFDB	13706	arath
AT5G60140	B3	TFDB	13706	arath
AT5G60142	B3	TFDB	13706	arath
AT5G66980	B3	TFDB	14965	arath
AT1G16060	AP2	TFDB	1008	arath
AT1G51190	AP2	TFDB	5670	arath
AT1G72570	AP2	TFDB	8556	arath
AT1G79700	AP2	TFDB	2117	arath
AT3G20840	AP2	TFDB	5670	arath
AT3G54320	AP2	TFDB	2117	arath
AT4G36920	AP2	TFDB	3095	arath
AT4G37750	AP2	TFDB	661	arath
AT5G10510	AP2	TFDB	7547	arath
AT5G17430	AP2	TFDB	9090	arath
AT5G57390	AP2	TFDB	9216	arath
AT5G65510	AP2	TFDB	7547	arath
AT5G67180	AP2	TFDB	3095	arath
AT2G41710	AP2	TFDB	7986	arath
AT2G28550	AP2	TFDB	5180	arath
AT3G54990	AP2	TFDB	33552	arath
AT5G60120	AP2	TFDB	34927	arath
AT2G39250	AP2	TFDB	30420	arath
AT1G01250	ERF	TFDB	5524	arath
AT1G03800	ERF	TFDB	31838	arath
AT1G04370	ERF	TFDB	20961	arath
AT1G06160	ERF	TFDB	33030	arath
AT1G12610	ERF	TFDB	441	arath
AT1G12630	ERF	TFDB	674	arath
AT1G12890	ERF	TFDB	16679	arath
AT1G12980	ERF	TFDB	31714	arath
AT1G15360	ERF	TFDB	416	arath
AT1G19210	ERF	TFDB	2723	arath
AT1G21910	ERF	TFDB	20957	arath
AT1G22190	ERF	TFDB	560	arath
AT1G22810	ERF	TFDB	8452	arath
AT1G22985	ERF	TFDB	20970	arath
AT1G24590	ERF	TFDB	4687	arath
AT1G25470	ERF	TFDB	1527	arath
AT1G28160	ERF	TFDB	2397	arath
AT1G28360	ERF	TFDB	12225	arath
AT1G28370	ERF	TFDB	32484	arath
AT1G33760	ERF	TFDB	994	arath
AT1G36060	ERF	TFDB	32975	arath
AT1G43160	ERF	TFDB	18673	arath
AT1G44830	ERF	TFDB	4567	arath
AT1G46768	ERF	TFDB	3203	arath
AT1G49120	ERF	TFDB	32550	arath
AT1G50640	ERF	TFDB	8321	arath
AT1G53170	ERF	TFDB	6896	arath
AT1G53910	ERF	TFDB	3256	arath
AT1G63030	ERF	TFDB	441	arath
AT1G64380	ERF	TFDB	8426	arath
AT1G68550	ERF	TFDB	1527	arath
AT1G71130	ERF	TFDB	20970	arath
AT1G71450	ERF	TFDB	994	arath
AT1G71520	ERF	TFDB	8452	arath
AT1G72360	ERF	TFDB	32808	arath
AT1G74930	ERF	TFDB	2723	arath
AT1G75490	ERF	TFDB	4597	arath
AT1G77200	ERF	TFDB	31961	arath
AT1G77640	ERF	TFDB	20957	arath
AT1G78080	ERF	TFDB	560	arath
AT1G80580	ERF	TFDB	12067	arath
AT2G20350	ERF	TFDB	29890	arath
AT2G20880	ERF	TFDB	4310	arath
AT2G22200	ERF	TFDB	560	arath
AT2G23340	ERF	TFDB	3032	arath
AT2G25820	ERF	TFDB	1804	arath
AT2G31230	ERF	TFDB	29859	arath
AT2G33710	ERF	TFDB	29976	arath
AT2G35700	ERF	TFDB	4364	arath
AT2G36450	ERF	TFDB	5314	arath
AT2G38340	ERF	TFDB	30339	arath
AT2G40220	ERF	TFDB	11701	arath
AT2G40340	ERF	TFDB	13504	arath
AT2G40350	ERF	TFDB	563	arath
AT2G44840	ERF	TFDB	1073	arath
AT2G44940	ERF	TFDB	6406	arath
AT2G46310	ERF	TFDB	7856	arath
AT2G47520	ERF	TFDB	6281	arath
AT3G11020	ERF	TFDB	33903	arath
AT3G14230	ERF	TFDB	3256	arath
AT3G15210	ERF	TFDB	6896	arath
AT3G16280	ERF	TFDB	33719	arath
AT3G16770	ERF	TFDB	7314	arath
AT3G20310	ERF	TFDB	8321	arath
AT3G23220	ERF	TFDB	1396	arath
AT3G23230	ERF	TFDB	5916	arath
AT3G23240	ERF	TFDB	2832	arath
AT3G25890	ERF	TFDB	1527	arath
AT3G50260	ERF	TFDB	3032	arath
AT3G57600	ERF	TFDB	4868	arath
AT3G60490	ERF	TFDB	6406	arath
AT3G61630	ERF	TFDB	7856	arath
AT4G06746	ERF	TFDB	3032	arath
AT4G11140	ERF	TFDB	9985	arath
AT4G13040	ERF	TFDB	5447	arath
AT4G13620	ERF	TFDB	12046	arath
AT4G16750	ERF	TFDB	4364	arath
AT4G17490	ERF	TFDB	1849	arath
AT4G17500	ERF	TFDB	5361	arath
AT4G18450	ERF	TFDB	8043	arath
AT4G23750	ERF	TFDB	9985	arath
AT4G25470	ERF	TFDB	441	arath
AT4G25480	ERF	TFDB	441	arath
AT4G25490	ERF	TFDB	441	arath
AT4G27950	ERF	TFDB	3683	arath
AT4G28140	ERF	TFDB	4310	arath
AT4G31060	ERF	TFDB	16653	arath
AT4G32800	ERF	TFDB	1804	arath
AT4G34410	ERF	TFDB	4484	arath
AT4G36900	ERF	TFDB	3032	arath
AT4G39780	ERF	TFDB	560	arath
AT5G05410	ERF	TFDB	34135	arath
AT5G07310	ERF	TFDB	16090	arath
AT5G07580	ERF	TFDB	4987	arath
AT5G11190	ERF	TFDB	416	arath
AT5G11590	ERF	TFDB	1804	arath
AT5G13330	ERF	TFDB	3439	arath
AT5G13910	ERF	TFDB	2397	arath
AT5G18450	ERF	TFDB	34115	arath
AT5G18560	ERF	TFDB	7495	arath
AT5G19790	ERF	TFDB	1984	arath
AT5G21960	ERF	TFDB	16096	arath
AT5G25190	ERF	TFDB	1288	arath
AT5G25390	ERF	TFDB	416	arath
AT5G25810	ERF	TFDB	1804	arath
AT5G43410	ERF	TFDB	20961	arath
AT5G44210	ERF	TFDB	13002	arath
AT5G47220	ERF	TFDB	5361	arath
AT5G47230	ERF	TFDB	1849	arath
AT5G50080	ERF	TFDB	18673	arath
AT5G51190	ERF	TFDB	9092	arath
AT5G51990	ERF	TFDB	441	arath
AT5G52020	ERF	TFDB	674	arath
AT5G53290	ERF	TFDB	3683	arath
AT5G61590	ERF	TFDB	4987	arath
AT5G61600	ERF	TFDB	9092	arath
AT5G61890	ERF	TFDB	16090	arath
AT5G64750	ERF	TFDB	3425	arath
AT5G65130	ERF	TFDB	560	arath
AT5G67000	ERF	TFDB	34122	arath
AT5G67010	ERF	TFDB	35022	arath
AT5G67190	ERF	TFDB	3032	arath
AT1G06040	DBB	TFDB	3017	arath
AT1G75540	DBB	TFDB	5709	arath
AT1G78600	DBB	TFDB	8575	arath
AT2G21320	DBB	TFDB	1203	arath
AT2G31380	DBB	TFDB	3017	arath
AT4G10240	DBB	TFDB	31537	arath
AT4G38960	DBB	TFDB	1203	arath
AT4G39070	DBB	TFDB	5384	arath
AT1G25440	CO-like	TFDB	1518	arath
AT1G28050	CO-like	TFDB	6292	arath
AT1G49130	CO-like	TFDB	32866	arath
AT1G68520	CO-like	TFDB	1518	arath
AT1G73870	CO-like	TFDB	32086	arath
AT2G24790	CO-like	TFDB	30643	arath
AT2G33500	CO-like	TFDB	6292	arath
AT2G47890	CO-like	TFDB	7793	arath
AT3G02380	CO-like	TFDB	2467	arath
AT3G07650	CO-like	TFDB	2460	arath
AT3G21880	CO-like	TFDB	8159	arath
AT4G15250	CO-like	TFDB	8159	arath
AT5G15840	CO-like	TFDB	2467	arath
AT5G15850	CO-like	TFDB	2467	arath
AT5G24930	CO-like	TFDB	9308	arath
AT5G48250	CO-like	TFDB	2460	arath
AT5G57660	CO-like	TFDB	9356	arath
AT1G49190	ARR-B	TFDB	32483	arath
AT1G67710	ARR-B	TFDB	4593	arath
AT1G68210	ARR-B	TFDB	5707	arath
AT2G01760	ARR-B	TFDB	6514	arath
AT2G25180	ARR-B	TFDB	491	arath
AT2G27070	ARR-B	TFDB	20894	arath
AT3G16857	ARR-B	TFDB	3121	arath
AT3G62670	ARR-B	TFDB	33745	arath
AT4G16110	ARR-B	TFDB	3121	arath
AT4G18020	ARR-B	TFDB	2661	arath
AT4G31920	ARR-B	TFDB	491	arath
AT5G07210	ARR-B	TFDB	20894	arath
AT5G49240	ARR-B	TFDB	34252	arath
AT5G58080	ARR-B	TFDB	491	arath
AT1G13300	G2-like	TFDB	2386	arath
AT1G14600	G2-like	TFDB	2257	arath
AT1G25550	G2-like	TFDB	2386	arath
AT1G32240	G2-like	TFDB	3235	arath
AT1G49560	G2-like	TFDB	966	arath
AT1G68670	G2-like	TFDB	2386	arath
AT1G69580	G2-like	TFDB	3182	arath
AT1G79430	G2-like	TFDB	3185	arath
AT2G01060	G2-like	TFDB	8017	arath
AT2G02060	G2-like	TFDB	2257	arath
AT2G03500	G2-like	TFDB	5175	arath
AT2G06020	G2-like	TFDB	30202	arath
AT2G20400	G2-like	TFDB	30149	arath
AT2G20570	G2-like	TFDB	3030	arath
AT2G38300	G2-like	TFDB	8020	arath
AT2G40260	G2-like	TFDB	14698	arath
AT2G40970	G2-like	TFDB	30509	arath
AT2G42660	G2-like	TFDB	4291	arath
AT3G04030	G2-like	TFDB	2478	arath
AT3G04450	G2-like	TFDB	2363	arath
AT3G10760	G2-like	TFDB	8759	arath
AT3G12730	G2-like	TFDB	33798	arath
AT3G13040	G2-like	TFDB	15451	arath
AT3G19070	G2-like	TFDB	33263	arath
AT3G24120	G2-like	TFDB	11921	arath
AT3G25790	G2-like	TFDB	2386	arath
AT3G46640	G2-like	TFDB	7300	arath
AT4G04580	G2-like	TFDB	4291	arath
AT4G13640	G2-like	TFDB	11921	arath
AT4G17695	G2-like	TFDB	31091	arath
AT4G28610	G2-like	TFDB	2363	arath
AT4G37180	G2-like	TFDB	966	arath
AT5G05090	G2-like	TFDB	34534	arath
AT5G06800	G2-like	TFDB	4106	arath
AT5G16560	G2-like	TFDB	6128	arath
AT5G18240	G2-like	TFDB	2478	arath
AT5G29000	G2-like	TFDB	2363	arath
AT5G42630	G2-like	TFDB	4088	arath
AT5G44190	G2-like	TFDB	3030	arath
AT5G45580	G2-like	TFDB	6095	arath
AT5G59570	G2-like	TFDB	7300	arath
AT5G62110	G2-like	TFDB	34486	arath
AT1G22130	MIKC_MADS	TFDB	6785	arath
AT1G24260	MIKC_MADS	TFDB	4601	arath
AT1G26310	MIKC_MADS	TFDB	1101	arath
AT1G31140	MIKC_MADS	TFDB	16646	arath
AT1G69120	MIKC_MADS	TFDB	1101	arath
AT1G71692	MIKC_MADS	TFDB	10279	arath
AT1G77950	MIKC_MADS	TFDB	6785	arath
AT1G77980	MIKC_MADS	TFDB	6785	arath
AT2G03710	MIKC_MADS	TFDB	30222	arath
AT2G14210	MIKC_MADS	TFDB	1046	arath
AT2G22540	MIKC_MADS	TFDB	5267	arath
AT2G22630	MIKC_MADS	TFDB	1046	arath
AT2G42830	MIKC_MADS	TFDB	9818	arath
AT2G45650	MIKC_MADS	TFDB	4243	arath
AT2G45660	MIKC_MADS	TFDB	4316	arath
AT3G02310	MIKC_MADS	TFDB	3996	arath
AT3G30260	MIKC_MADS	TFDB	33632	arath
AT3G54340	MIKC_MADS	TFDB	10609	arath
AT3G57230	MIKC_MADS	TFDB	1046	arath
AT3G57390	MIKC_MADS	TFDB	14858	arath
AT3G58780	MIKC_MADS	TFDB	9818	arath
AT3G61120	MIKC_MADS	TFDB	4243	arath
AT4G09960	MIKC_MADS	TFDB	12023	arath
AT4G11880	MIKC_MADS	TFDB	8038	arath
AT4G18960	MIKC_MADS	TFDB	3132	arath
AT4G22950	MIKC_MADS	TFDB	8038	arath
AT4G24540	MIKC_MADS	TFDB	13736	arath
AT4G37940	MIKC_MADS	TFDB	1046	arath
AT5G10140	MIKC_MADS	TFDB	5643	arath
AT5G13790	MIKC_MADS	TFDB	12979	arath
AT5G15800	MIKC_MADS	TFDB	3996	arath
AT5G20240	MIKC_MADS	TFDB	5040	arath
AT5G23260	MIKC_MADS	TFDB	14928	arath
AT5G51860	MIKC_MADS	TFDB	35013	arath
AT5G51870	MIKC_MADS	TFDB	35134	arath
AT5G60910	MIKC_MADS	TFDB	1101	arath
AT5G62165	MIKC_MADS	TFDB	2219	arath
AT5G65050	MIKC_MADS	TFDB	5643	arath
AT5G65060	MIKC_MADS	TFDB	5643	arath
AT5G65070	MIKC_MADS	TFDB	5643	arath
AT5G65080	MIKC_MADS	TFDB	5643	arath
AT1G01530	M-type_MADS	TFDB	32562	arath
AT1G17310	M-type_MADS	TFDB	32733	arath
AT1G18750	M-type_MADS	TFDB	2058	arath
AT1G28450	M-type_MADS	TFDB	31915	arath
AT1G28460	M-type_MADS	TFDB	31728	arath
AT1G29962	M-type_MADS	TFDB	33026	arath
AT1G31630	M-type_MADS	TFDB	32168	arath
AT1G31640	M-type_MADS	TFDB	32032	arath
AT1G33070	M-type_MADS	TFDB	32717	arath
AT1G46408	M-type_MADS	TFDB	32519	arath
AT1G47760	M-type_MADS	TFDB	32911	arath
AT1G48150	M-type_MADS	TFDB	32536	arath
AT1G54760	M-type_MADS	TFDB	32741	arath
AT1G59810	M-type_MADS	TFDB	31942	arath
AT1G60040	M-type_MADS	TFDB	32340	arath
AT1G60880	M-type_MADS	TFDB	33029	arath
AT1G60920	M-type_MADS	TFDB	32506	arath
AT1G65300	M-type_MADS	TFDB	32221	arath
AT1G65330	M-type_MADS	TFDB	32367	arath
AT1G65360	M-type_MADS	TFDB	32138	arath
AT1G69540	M-type_MADS	TFDB	33031	arath
AT1G72350	M-type_MADS	TFDB	32696	arath
AT2G03060	M-type_MADS	TFDB	2058	arath
AT2G24840	M-type_MADS	TFDB	147	arath
AT2G26320	M-type_MADS	TFDB	20885	arath
AT2G28700	M-type_MADS	TFDB	30368	arath
AT2G34440	M-type_MADS	TFDB	834	arath
AT2G40210	M-type_MADS	TFDB	29845	arath
AT3G04100	M-type_MADS	TFDB	1276	arath
AT3G05860	M-type_MADS	TFDB	33365	arath
AT3G18650	M-type_MADS	TFDB	4818	arath
AT3G66656	M-type_MADS	TFDB	834	arath
AT4G02235	M-type_MADS	TFDB	15397	arath
AT4G11250	M-type_MADS	TFDB	15397	arath
AT4G36590	M-type_MADS	TFDB	147	arath
AT5G04640	M-type_MADS	TFDB	35225	arath
AT5G06500	M-type_MADS	TFDB	34985	arath
AT5G26580	M-type_MADS	TFDB	35232	arath
AT5G26630	M-type_MADS	TFDB	7406	arath
AT5G26650	M-type_MADS	TFDB	34687	arath
AT5G26880	M-type_MADS	TFDB	14189	arath
AT5G26950	M-type_MADS	TFDB	4818	arath
