TF_ID	Family	Gene_ID	Orthogroup	Source	Species
Medtr3g056110.1	GRAS	Medtr3g056110	OG0017685	TFDB	medtr
Medtr3g058980.1	NF-YB	Medtr3g058980	OG0001554	TFDB	medtr
Medtr3g060200.1	GATA	Medtr3g060200	None	TFDB	medtr
Medtr3g061510.1	NF-YA	Medtr3g061510	OG0005041	TFDB	medtr
Medtr3g064580.1	NAC	Medtr3g064580	OG0004554	TFDB	medtr
Medtr3g065980.1	GRAS	Medtr3g065980	OG0002012	TFDB	medtr
Medtr3g067290.1	FAR1	Medtr3g067290	None	TFDB	medtr
Medtr3g070030.1	NAC	Medtr3g070030	OG0014607	TFDB	medtr
Medtr3g070040.1	NAC	Medtr3g070040	OG0014607	TFDB	medtr
Medtr3g070120.1	GeBP	Medtr3g070120	OG0000521	TFDB	medtr
Medtr3g070780.1	NF-X1	Medtr3g070780	OG0011873	TFDB	medtr
Medtr3g070970.1	bHLH	Medtr3g070970	OG0005727	TFDB	medtr
Medtr3g071420.1	LBD	Medtr3g071420	OG0004957	TFDB	medtr
Medtr3g071590.1	LBD	Medtr3g071590	OG0001512	TFDB	medtr
Medtr3g072200.1	FAR1	Medtr3g072200	OG0000114	TFDB	medtr
Medtr3g072710.1	GRAS	Medtr3g072710	OG0006113	TFDB	medtr
Medtr3g073560.1	bZIP	Medtr3g073560	OG0005493	TFDB	medtr
Medtr3g073690.1	LBD	Medtr3g073690	OG0003776	TFDB	medtr
Medtr3g077240.1	LBD	Medtr3g077240	OG0001067	TFDB	medtr
Medtr3g077750.1	Dof	Medtr3g077750	OG0005212	TFDB	medtr
Medtr3g077875.1	FAR1	Medtr3g077875	OG0002005	TFDB	medtr
Medtr3g078770.1	EIL	Medtr3g078770	OG0001682	TFDB	medtr
Medtr3g085050.1	CAMTA	Medtr3g085050	OG0005479	TFDB	medtr
Medtr3g085180.1	SBP	Medtr3g085180	OG0003492	TFDB	medtr
Medtr3g085430.1	NF-YC	Medtr3g085430	OG0013891	TFDB	medtr
Medtr3g085960.1	Trihelix	Medtr3g085960	OG0008119	TFDB	medtr
Medtr3g087440.1	FAR1	Medtr3g087440	OG0002005	TFDB	medtr
Medtr3g087530.1	EIL	Medtr3g087530	OG0006234	TFDB	medtr
Medtr3g087940.1	bZIP	Medtr3g087940	OG0002534	TFDB	medtr
Medtr3g088110.1	NAC	Medtr3g088110	OG0005571	TFDB	medtr
Medtr3g089020.1	Trihelix	Medtr3g089020	OG0007625	TFDB	medtr
Medtr3g089055.1	GRAS	Medtr3g089055	OG0004648	TFDB	medtr
Medtr3g090430.1	Dof	Medtr3g090430	OG0003905	TFDB	medtr
Medtr3g090850.1	bHLH	Medtr3g090850	OG0005171	TFDB	medtr
Medtr3g090860.1	WRKY	Medtr3g090860	OG0000584	TFDB	medtr
Medtr3g091700.1	Nin-like	Medtr3g091700	OG0006293	TFDB	medtr
Medtr3g091820.1	Dof	Medtr3g091820	OG0000732	TFDB	medtr
Medtr3g093040.1	NAC	Medtr3g093040	OG0003662	TFDB	medtr
Medtr3g093050.1	NAC	Medtr3g093050	OG0003662	TFDB	medtr
Medtr3g093830.1	WRKY	Medtr3g093830	OG0003614	TFDB	medtr
Medtr3g094020.1	bZIP	Medtr3g094020	OG0002118	TFDB	medtr
Medtr3g094690.1	LBD	Medtr3g094690	OG0004111	TFDB	medtr
Medtr3g095040.1	WRKY	Medtr3g095040	OG0001185	TFDB	medtr
Medtr3g095080.1	WRKY	Medtr3g095080	OG0005086	TFDB	medtr
Medtr3g096140.1	NAC	Medtr3g096140	OG0003830	TFDB	medtr
Medtr3g096400.1	NAC	Medtr3g096400	OG0013566	TFDB	medtr
Medtr3g096920.1	NAC	Medtr3g096920	OG0001785	TFDB	medtr
Medtr3g098560.1	LFY	Medtr3g098560	OG0006168	TFDB	medtr
Medtr3g098810.1	NAC	Medtr3g098810	OG0002745	TFDB	medtr
Medtr3g099080.1	SBP	Medtr3g099080	OG0004445	TFDB	medtr
Medtr3g099180.1	NF-YC	Medtr3g099180	OG0007255	TFDB	medtr
Medtr3g099620.1	bHLH	Medtr3g099620	OG0000817	TFDB	medtr
Medtr3g100040.1	GATA	Medtr3g100040	OG0012056	TFDB	medtr
Medtr3g100050.1	GATA	Medtr3g100050	OG0003369	TFDB	medtr
Medtr3g100650.1	ZF-HD	Medtr3g100650	OG0001967	TFDB	medtr
Medtr3g101780.1	bZIP	Medtr3g101780	OG0001498	TFDB	medtr
Medtr3g101810.1	bHLH	Medtr3g101810	OG0001542	TFDB	medtr
Medtr3g101870.1	HSF	Medtr3g101870	OG0005532	TFDB	medtr
Medtr3g103030.1	bHLH	Medtr3g103030	OG0000610	TFDB	medtr
Medtr3g103360.1	bZIP	Medtr3g103360	OG0008017	TFDB	medtr
Medtr3g104100.1	bHLH	Medtr3g104100	None	TFDB	medtr
Medtr3g104550.1	HSF	Medtr3g104550	OG0006858	TFDB	medtr
Medtr3g104750.1	WRKY	Medtr3g104750	OG0001185	TFDB	medtr
Medtr3g104830.1	Nin-like	Medtr3g104830	OG0002444	TFDB	medtr
Medtr3g106060.1	WRKY	Medtr3g106060	OG0000953	TFDB	medtr
Medtr3g108960.1	WRKY	Medtr3g108960	None	TFDB	medtr
Medtr3g109310.1	bZIP	Medtr3g109310	OG0006273	TFDB	medtr
Medtr3g109340.1	NAC	Medtr3g109340	OG0005795	TFDB	medtr
Medtr3g109760.1	GATA	Medtr3g109760	OG0001409	TFDB	medtr
Medtr3g109982.1	bZIP	Medtr3g109982	OG0000035	TFDB	medtr
Medtr3g110010.1	bZIP	Medtr3g110010	OG0000035	TFDB	medtr
Medtr3g110122.1	CPP	Medtr3g110122	OG0014560	TFDB	medtr
Medtr3g111290.1	bHLH	Medtr3g111290	OG0001288	TFDB	medtr
Medtr3g111680.1	BES1	Medtr3g111680	OG0004541	TFDB	medtr
Medtr3g112170.1	bHLH	Medtr3g112170	OG0013672	TFDB	medtr
Medtr3g112220.1	bZIP	Medtr3g112220	OG0000578	TFDB	medtr
Medtr3g112510.1	SRS	Medtr3g112510	OG0004590	TFDB	medtr
Medtr3g113800.1	E2F/DP	Medtr3g113800	OG0014247	TFDB	medtr
Medtr3g115400.1	Nin-like	Medtr3g115400	OG0001118	TFDB	medtr
Medtr3g116070.1	NAC	Medtr3g116070	OG0008265	TFDB	medtr
Medtr3g116710.1	FAR1	Medtr3g116710	OG0002005	TFDB	medtr
Medtr3g116770.1	bHLH	Medtr3g116770	OG0004363	TFDB	medtr
Medtr3g117120.1	bZIP	Medtr3g117120	OG0000578	TFDB	medtr
Medtr3g117380.1	GATA	Medtr3g117380	OG0004333	TFDB	medtr
Medtr3g435150.1	NAC	Medtr3g435150	OG0006220	TFDB	medtr
Medtr3g435480.1	Dof	Medtr3g435480	OG0000787	TFDB	medtr
Medtr3g435550.1	Nin-like	Medtr3g435550	OG0003947	TFDB	medtr
Medtr3g436010.1	bZIP	Medtr3g436010	OG0009597	TFDB	medtr
Medtr3g438070.1	bHLH	Medtr3g438070	OG0000550	TFDB	medtr
Medtr3g448650.1	FAR1	Medtr3g448650	OG0002481	TFDB	medtr
Medtr3g449770.1	bHLH	Medtr3g449770	OG0004869	TFDB	medtr
Medtr3g450850.1	FAR1	Medtr3g450850	OG0000963	TFDB	medtr
Medtr3g452660.1	LBD	Medtr3g452660	None	TFDB	medtr
Medtr3g465110.1	Nin-like	Medtr3g465110	OG0002444	TFDB	medtr
Medtr3g465350.1	bZIP	Medtr3g465350	OG0014659	TFDB	medtr
Medtr3g465760.1	FAR1	Medtr3g465760	OG0000050	TFDB	medtr
Medtr3g467120.1	bZIP	Medtr3g467120	OG0002118	TFDB	medtr
Medtr3g498695.1	bHLH	Medtr3g498695	OG0006506	TFDB	medtr
Medtr3g498825.1	bHLH	Medtr3g498825	OG0006284	TFDB	medtr
Medtr4g007060.1	WRKY	Medtr4g007060	OG0000953	TFDB	medtr
Medtr4g008070.1	GATA	Medtr4g008070	None	TFDB	medtr
Medtr4g009110.1	bHLH	Medtr4g009110	OG0015553	TFDB	medtr
Medtr4g009540.1	bHLH	Medtr4g009540	OG0015553	TFDB	medtr
Medtr4g013260.1	WRKY	Medtr4g013260	OG0016539	TFDB	medtr
Medtr4g015680.1	Trihelix	Medtr4g015680	OG0004080	TFDB	medtr
Medtr4g021780.1	WRKY	Medtr4g021780	None	TFDB	medtr
Medtr4g022370.1	Dof	Medtr4g022370	OG0000695	TFDB	medtr
Medtr4g025900.1	YABBY	Medtr4g025900	OG0002917	TFDB	medtr
Medtr4g026485.1	GRAS	Medtr4g026485	OG0002395	TFDB	medtr
Medtr4g027040.1	NF-X1	Medtr4g027040	OG0006710	TFDB	medtr
Medtr4g033295.1	bHLH	Medtr4g033295	OG0010257	TFDB	medtr
Medtr4g033680.1	bZIP	Medtr4g033680	OG0000170	TFDB	medtr
Medtr4g035590.1	NAC	Medtr4g035590	OG0006720	TFDB	medtr
Medtr4g035820.1	FAR1	Medtr4g035820	None	TFDB	medtr
Medtr4g036030.1	NAC	Medtr4g036030	OG0001465	TFDB	medtr
Medtr4g040430.1	FAR1	Medtr4g040430	OG0005365	TFDB	medtr
Medtr4g045757.1	HSF	Medtr4g045757	OG0017444	TFDB	medtr
Medtr4g047580.1	WRKY	Medtr4g047580	None	TFDB	medtr
Medtr4g049670.1	FAR1	Medtr4g049670	None	TFDB	medtr
Medtr4g049760.1	WRKY	Medtr4g049760	None	TFDB	medtr
Medtr4g049790.1	WRKY	Medtr4g049790	None	TFDB	medtr
Medtr4g050300.1	YABBY	Medtr4g050300	OG0005521	TFDB	medtr
Medtr4g052000.1	E2F/DP	Medtr4g052000	OG0002460	TFDB	medtr
Medtr4g052030.1	WRKY	Medtr4g052030	None	TFDB	medtr
Medtr4g052620.1	NAC	Medtr4g052620	OG0000992	TFDB	medtr
Medtr4g052950.1	NF-YB	Medtr4g052950	OG0010614	TFDB	medtr
Medtr4g053250.1	bZIP	Medtr4g053250	OG0006648	TFDB	medtr
Medtr4g057270.1	bHLH	Medtr4g057270	OG0004103	TFDB	medtr
Medtr4g057975.1	FAR1	Medtr4g057975	None	TFDB	medtr
Medtr4g058910.1	GATA	Medtr4g058910	OG0004663	TFDB	medtr
Medtr4g059710.1	NF-YC	Medtr4g059710	OG0010148	TFDB	medtr
Medtr4g060950.1	LBD	Medtr4g060950	OG0001866	TFDB	medtr
Medtr4g063780.1	Dof	Medtr4g063780	OG0000695	TFDB	medtr
Medtr4g064120.1	GRAS	Medtr4g064120	OG0000087	TFDB	medtr
Medtr4g064150.1	GRAS	Medtr4g064150	OG0000087	TFDB	medtr
Medtr4g064160.1	GRAS	Medtr4g064160	OG0000087	TFDB	medtr
Medtr4g064180.1	GRAS	Medtr4g064180	OG0000087	TFDB	medtr
Medtr4g064200.1	GRAS	Medtr4g064200	OG0000087	TFDB	medtr
Medtr4g065870.1	bHLH	Medtr4g065870	OG0003892	TFDB	medtr
Medtr4g066380.1	bHLH	Medtr4g066380	None	TFDB	medtr
Medtr4g066460.1	bHLH	Medtr4g066460	None	TFDB	medtr
Medtr4g067010.1	bHLH	Medtr4g067010	OG0005355	TFDB	medtr
Medtr4g067290.1	FAR1	Medtr4g067290	OG0005885	TFDB	medtr
Medtr4g068000.1	Nin-like	Medtr4g068000	OG0003633	TFDB	medtr
Medtr4g070320.1	bHLH	Medtr4g070320	OG0004363	TFDB	medtr
Medtr4g070860.1	bZIP	Medtr4g070860	OG0000578	TFDB	medtr
Medtr4g071110.1	SRS	Medtr4g071110	OG0004795	TFDB	medtr
Medtr4g071590.1	GATA	Medtr4g071590	OG0004333	TFDB	medtr
Medtr4g072090.1	bZIP	Medtr4g072090	OG0007037	TFDB	medtr
Medtr4g073100.1	bZIP	Medtr4g073100	OG0006883	TFDB	medtr
Medtr4g074310.1	GRAS	Medtr4g074310	None	TFDB	medtr
Medtr4g074320.1	GRAS	Medtr4g074320	OG0003798	TFDB	medtr
Medtr4g075480.1	bHLH	Medtr4g075480	OG0001401	TFDB	medtr
Medtr4g075980.1	NAC	Medtr4g075980	OG0008593	TFDB	medtr
Medtr4g076020.1	GRAS	Medtr4g076020	OG0009538	TFDB	medtr
Medtr4g076140.1	GRAS	Medtr4g076140	OG0003567	TFDB	medtr
Medtr4g077760.1	GRAS	Medtr4g077760	OG0008745	TFDB	medtr
Medtr4g077797.1	E2F/DP	Medtr4g077797	OG0005236	TFDB	medtr
Medtr4g077803.1	E2F/DP	Medtr4g077803	OG0005236	TFDB	medtr
Medtr4g077970.1	HSF	Medtr4g077970	OG0010730	TFDB	medtr
Medtr4g078350.1	bHLH	Medtr4g078350	OG0000593	TFDB	medtr
Medtr4g078875.1	NAC	Medtr4g078875	OG0001028	TFDB	medtr
Medtr4g079240.1	VOZ	Medtr4g079240	OG0016627	TFDB	medtr
Medtr4g079500.1	bZIP	Medtr4g079500	OG0002379	TFDB	medtr
Medtr4g079580.1	TCP	Medtr4g079580	OG0001459	TFDB	medtr
Medtr4g079760.1	bHLH	Medtr4g079760	OG0005333	TFDB	medtr
Medtr4g079960.1	Trihelix	Medtr4g079960	OG0000646	TFDB	medtr
Medtr4g080290.1	FAR1	Medtr4g080290	OG0014104	TFDB	medtr
Medtr4g081370.1	bHLH	Medtr4g081370	OG0002450	TFDB	medtr
Medtr4g081870.1	NAC	Medtr4g081870	OG0005509	TFDB	medtr
Medtr4g081980.1	bHLH	Medtr4g081980	OG0005402	TFDB	medtr
Medtr4g082060.1	Dof	Medtr4g082060	OG0000787	TFDB	medtr
Medtr4g082580.1	WRKY	Medtr4g082580	OG0001475	TFDB	medtr
Medtr4g083680.1	LBD	Medtr4g083680	OG0001848	TFDB	medtr
Medtr4g085660.1	bHLH	Medtr4g085660	OG0005402	TFDB	medtr
Medtr4g085700.1	bHLH	Medtr4g085700	OG0005402	TFDB	medtr
Medtr4g085910.1	bZIP	Medtr4g085910	OG0001498	TFDB	medtr
Medtr4g087300.1	bHLH	Medtr4g087300	OG0005648	TFDB	medtr
Medtr4g087920.1	bHLH	Medtr4g087920	OG0006358	TFDB	medtr
Medtr4g088035.1	LBD	Medtr4g088035	None	TFDB	medtr
Medtr4g088125.1	VOZ	Medtr4g088125	OG0007871	TFDB	medtr
Medtr4g088245.1	NAC	Medtr4g088245	OG0001028	TFDB	medtr
Medtr4g088555.1	SBP	Medtr4g088555	OG0000676	TFDB	medtr
Medtr4g088580.1	Dof	Medtr4g088580	OG0004742	TFDB	medtr
Medtr4g088900.1	HSF	Medtr4g088900	OG0013424	TFDB	medtr
Medtr4g089095.1	Dof	Medtr4g089095	OG0006387	TFDB	medtr
Medtr4g089135.1	NAC	Medtr4g089135	OG0001469	TFDB	medtr
Medtr4g091910.1	bHLH	Medtr4g091910	OG0004339	TFDB	medtr
Medtr4g091990.1	bHLH	Medtr4g091990	OG0004339	TFDB	medtr
Medtr4g092700.1	bHLH	Medtr4g092700	OG0000482	TFDB	medtr
Medtr4g093730.1	GATA	Medtr4g093730	OG0013542	TFDB	medtr
Medtr4g094215.1	CAMTA	Medtr4g094215	OG0007677	TFDB	medtr
Medtr4g094302.1	NAC	Medtr4g094302	OG0007682	TFDB	medtr
Medtr4g094390.1	bZIP	Medtr4g094390	OG0002877	TFDB	medtr
Medtr4g094412.1	WRKY	Medtr4g094412	OG0010256	TFDB	medtr
Medtr4g094588.1	WRKY	Medtr4g094588	OG0001616	TFDB	medtr
Medtr4g094758.1	bHLH	Medtr4g094758	OG0004038	TFDB	medtr
Medtr4g094762.1	bHLH	Medtr4g094762	OG0004038	TFDB	medtr
Medtr4g094908.1	WRKY	Medtr4g094908	OG0002370	TFDB	medtr
Medtr4g095500.1	GRAS	Medtr4g095500	OG0005908	TFDB	medtr
Medtr4g095600.1	LBD	Medtr4g095600	OG0000588	TFDB	medtr
Medtr4g097080.1	GRAS	Medtr4g097080	OG0006033	TFDB	medtr
Medtr4g097440.1	bZIP	Medtr4g097440	OG0005855	TFDB	medtr
Medtr4g097920.1	bHLH	Medtr4g097920	OG0000482	TFDB	medtr
Medtr4g097940.1	bHLH	Medtr4g097940	OG0000482	TFDB	medtr
Medtr4g097950.1	bHLH	Medtr4g097950	OG0015045	TFDB	medtr
Medtr4g098035.1	bHLH	Medtr4g098035	OG0005355	TFDB	medtr
Medtr4g098630.1	NAC	Medtr4g098630	OG0005062	TFDB	medtr
Medtr4g099070.1	SRS	Medtr4g099070	OG0006762	TFDB	medtr
Medtr4g099230.1	LBD	Medtr4g099230	OG0002986	TFDB	medtr
Medtr4g099410.1	GATA	Medtr4g099410	OG0003773	TFDB	medtr
Medtr4g101660.1	YABBY	Medtr4g101660	OG0002917	TFDB	medtr
Medtr4g101680.1	NAC	Medtr4g101680	OG0001465	TFDB	medtr
Medtr4g102720.1	FAR1	Medtr4g102720	OG0000923	TFDB	medtr
Medtr4g102790.1	GRAS	Medtr4g102790	OG0008317	TFDB	medtr
Medtr4g104020.1	GRAS	Medtr4g104020	OG0009748	TFDB	medtr
Medtr4g105170.1	LBD	Medtr4g105170	OG0001067	TFDB	medtr
Medtr4g106540.1	E2F/DP	Medtr4g106540	OG0003317	TFDB	medtr
Medtr4g107320.1	bHLH	Medtr4g107320	None	TFDB	medtr
Medtr4g107450.1	LBD	Medtr4g107450	OG0002986	TFDB	medtr
Medtr4g107970.1	WRKY	Medtr4g107970	OG0007782	TFDB	medtr
Medtr4g108360.1	bHLH	Medtr4g108360	OG0010976	TFDB	medtr
Medtr4g108370.1	TCP	Medtr4g108370	OG0001854	TFDB	medtr
Medtr4g108760.1	NAC	Medtr4g108760	OG0006220	TFDB	medtr
Medtr4g109660.1	TCP	Medtr4g109660	OG0000902	TFDB	medtr
Medtr4g109770.1	SBP	Medtr4g109770	OG0001803	TFDB	medtr
Medtr4g109980.1	Dof	Medtr4g109980	OG0007681	TFDB	medtr
Medtr4g110040.1	bHLH	Medtr4g110040	OG0009701	TFDB	medtr
Medtr4g111935.1	TCP	Medtr4g111935	OG0004989	TFDB	medtr
Medtr4g112380.1	NF-YB	Medtr4g112380	OG0005162	TFDB	medtr
Medtr4g114730.1	YABBY	Medtr4g114730	OG0008464	TFDB	medtr
Medtr4g117990.1	Trihelix	Medtr4g117990	OG0004104	TFDB	medtr
Medtr4g118830.1	bHLH	Medtr4g118830	OG0014603	TFDB	medtr
Medtr4g119500.1	NF-YB	Medtr4g119500	OG0000523	TFDB	medtr
Medtr4g119600.1	FAR1	Medtr4g119600	None	TFDB	medtr
Medtr4g121110.1	GATA	Medtr4g121110	OG0004291	TFDB	medtr
Medtr4g121840.1	CAMTA	Medtr4g121840	OG0004224	TFDB	medtr
Medtr4g122240.1	GRAS	Medtr4g122240	None	TFDB	medtr
Medtr4g122530.1	WRKY	Medtr4g122530	None	TFDB	medtr
Medtr4g123740.1	CAMTA	Medtr4g123740	None	TFDB	medtr
Medtr4g126070.1	HSF	Medtr4g126070	OG0001582	TFDB	medtr
Medtr4g126350.1	GATA	Medtr4g126350	OG0001179	TFDB	medtr
Medtr4g127040.1	WRKY	Medtr4g127040	OG0001379	TFDB	medtr
Medtr4g130900.1	WRKY	Medtr4g130900	OG0004329	TFDB	medtr
Medtr4g131160.1	bHLH	Medtr4g131160	OG0004159	TFDB	medtr
Medtr4g132430.1	WRKY	Medtr4g132430	OG0012058	TFDB	medtr
Medtr4g133660.1	GRAS	Medtr4g133660	OG0006040	TFDB	medtr
Medtr4g133938.1	NF-YB	Medtr4g133938	OG0000523	TFDB	medtr
Medtr4g133952.1	NF-YB	Medtr4g133952	OG0003194	TFDB	medtr
Medtr4g134460.1	NAC	Medtr4g134460	OG0008646	TFDB	medtr
Medtr4g134580.1	ZF-HD	Medtr4g134580	OG0003473	TFDB	medtr
Medtr4g461080.1	Dof	Medtr4g461080	OG0004188	TFDB	medtr
Medtr4g471590.1	GATA	Medtr4g471590	OG0004333	TFDB	medtr
Medtr5g005110.1	bHLH	Medtr5g005110	OG0000610	TFDB	medtr
Medtr5g006530.1	CPP	Medtr5g006530	OG0004212	TFDB	medtr
Medtr5g007600.1	GATA	Medtr5g007600	OG0008834	TFDB	medtr
Medtr5g009080.1	GRAS	Medtr5g009080	OG0003567	TFDB	medtr
Medtr5g010680.1	HSF	Medtr5g010680	OG0001564	TFDB	medtr
Medtr5g012080.1	NAC	Medtr5g012080	OG0001465	TFDB	medtr
Medtr5g013370.1	GATA	Medtr5g013370	OG0003773	TFDB	medtr
Medtr5g014300.1	NAC	Medtr5g014300	OG0005062	TFDB	medtr
Medtr5g014520.1	bHLH	Medtr5g014520	OG0005355	TFDB	medtr
Medtr5g014560.1	bHLH	Medtr5g014560	OG0005355	TFDB	medtr
Medtr5g014600.1	bHLH	Medtr5g014600	OG0015045	TFDB	medtr
Medtr5g014640.1	bHLH	Medtr5g014640	OG0000482	TFDB	medtr
Medtr5g015090.1	bZIP	Medtr5g015090	OG0005855	TFDB	medtr
Medtr5g015480.1	FAR1	Medtr5g015480	OG0000923	TFDB	medtr
Medtr5g015490.1	GRAS	Medtr5g015490	OG0006033	TFDB	medtr
Medtr5g015880.1	LBD	Medtr5g015880	OG0000588	TFDB	medtr
Medtr5g015950.1	GRAS	Medtr5g015950	OG0005908	TFDB	medtr
Medtr5g016610.1	WRKY	Medtr5g016610	OG0002370	TFDB	medtr
Medtr5g017040.1	bHLH	Medtr5g017040	OG0002713	TFDB	medtr
Medtr5g017210.1	bHLH	Medtr5g017210	OG0001542	TFDB	medtr
Medtr5g017470.1	HSF	Medtr5g017470	OG0007311	TFDB	medtr
Medtr5g017500.1	Trihelix	Medtr5g017500	OG0012714	TFDB	medtr
Medtr5g017950.1	LBD	Medtr5g017950	OG0003776	TFDB	medtr
Medtr5g018380.1	WRKY	Medtr5g018380	None	TFDB	medtr
Medtr5g019550.1	BES1	Medtr5g019550	OG0012027	TFDB	medtr
Medtr5g019750.1	GRAS	Medtr5g019750	None	TFDB	medtr
Medtr5g020230.1	GATA	Medtr5g020230	OG0003592	TFDB	medtr
Medtr5g020510.1	ZF-HD	Medtr5g020510	OG0002011	TFDB	medtr
Medtr5g021130.1	SRS	Medtr5g021130	OG0003333	TFDB	medtr
Medtr5g021340.1	GATA	Medtr5g021340	OG0005999	TFDB	medtr
Medtr5g021710.1	NAC	Medtr5g021710	OG0004118	TFDB	medtr
Medtr5g022780.1	bZIP	Medtr5g022780	OG0002137	TFDB	medtr
Medtr5g024070.1	Nin-like	Medtr5g024070	OG0011251	TFDB	medtr
Medtr5g026210.1	BES1	Medtr5g026210	OG0011555	TFDB	medtr
Medtr5g026540.1	Trihelix	Medtr5g026540	OG0013347	TFDB	medtr
Medtr5g028850.1	bZIP	Medtr5g028850	OG0003499	TFDB	medtr
Medtr5g029680.1	HSF	Medtr5g029680	OG0006594	TFDB	medtr
Medtr5g029850.1	WRKY	Medtr5g029850	None	TFDB	medtr
Medtr5g030430.1	bHLH	Medtr5g030430	OG0003201	TFDB	medtr
Medtr5g030770.1	bHLH	Medtr5g030770	OG0001288	TFDB	medtr
Medtr5g031440.1	Dof	Medtr5g031440	OG0007531	TFDB	medtr
Medtr5g031650.1	FAR1	Medtr5g031650	OG0002005	TFDB	medtr
Medtr5g032260.1	FAR1	Medtr5g032260	OG0000667	TFDB	medtr
Medtr5g032375.1	bHLH	Medtr5g032375	OG0014564	TFDB	medtr
Medtr5g032600.1	ZF-HD	Medtr5g032600	OG0001967	TFDB	medtr
Medtr5g034030.1	YABBY	Medtr5g034030	OG0005465	TFDB	medtr
Medtr5g037250.1	bHLH	Medtr5g037250	OG0001243	TFDB	medtr
Medtr5g038560.1	Whirly	Medtr5g038560	OG0002254	TFDB	medtr
Medtr5g039180.1	bHLH	Medtr5g039180	OG0000550	TFDB	medtr
Medtr5g039600.1	TCP	Medtr5g039600	OG0001854	TFDB	medtr
Medtr5g039760.1	FAR1	Medtr5g039760	None	TFDB	medtr
Medtr5g040420.1	NAC	Medtr5g040420	OG0002267	TFDB	medtr
Medtr5g041380.1	Dof	Medtr5g041380	None	TFDB	medtr
Medtr5g041400.1	Dof	Medtr5g041400	None	TFDB	medtr
Medtr5g041420.1	Dof	Medtr5g041420	None	TFDB	medtr
Medtr5g041530.1	Dof	Medtr5g041530	None	TFDB	medtr
Medtr5g041940.1	NAC	Medtr5g041940	OG0005509	TFDB	medtr
Medtr5g042920.1	WRKY	Medtr5g042920	OG0001475	TFDB	medtr
Medtr5g043880.1	WRKY	Medtr5g043880	OG0008168	TFDB	medtr
Medtr5g046160.1	bHLH	Medtr5g046160	None	TFDB	medtr
Medtr5g046230.1	YABBY	Medtr5g046230	OG0012229	TFDB	medtr
Medtr5g046670.1	SBP	Medtr5g046670	OG0001803	TFDB	medtr
Medtr5g047190.1	HSF	Medtr5g047190	None	TFDB	medtr
Medtr5g048350.1	bHLH	Medtr5g048350	OG0007933	TFDB	medtr
Medtr5g048860.1	bHLH	Medtr5g048860	OG0004570	TFDB	medtr
Medtr5g048860.10	bHLH	Medtr5g048860	OG0004570	TFDB	medtr
Medtr5g053430.1	NAC	Medtr5g053430	OG0004680	TFDB	medtr
Medtr5g054900.1	bZIP	Medtr5g054900	OG0012439	TFDB	medtr
Medtr5g058860.1	GRAS	Medtr5g058860	OG0006113	TFDB	medtr
Medtr5g060950.1	bZIP	Medtr5g060950	OG0016465	TFDB	medtr
Medtr5g064950.1	bHLH	Medtr5g064950	OG0000817	TFDB	medtr
Medtr5g065440.1	ZF-HD	Medtr5g065440	OG0001967	TFDB	medtr
Medtr5g066080.1	bHLH	Medtr5g066080	OG0014030	TFDB	medtr
Medtr5g066510.1	GATA	Medtr5g066510	OG0003369	TFDB	medtr
Medtr5g067680.1	WRKY	Medtr5g067680	OG0006913	TFDB	medtr
Medtr5g067700.1	WRKY	Medtr5g067700	OG0003614	TFDB	medtr
Medtr5g069030.1	NAC	Medtr5g069030	OG0003662	TFDB	medtr
Medtr5g070810.1	FAR1	Medtr5g070810	None	TFDB	medtr
Medtr5g071590.1	FAR1	Medtr5g071590	OG0005365	TFDB	medtr
Medtr5g073620.1	WRKY	Medtr5g073620	OG0016591	TFDB	medtr
Medtr5g074200.1	WRKY	Medtr5g074200	OG0016601	TFDB	medtr
Medtr5g074400.1	WRKY	Medtr5g074400	OG0001375	TFDB	medtr
Medtr5g075020.1	LBD	Medtr5g075020	OG0016503	TFDB	medtr
Medtr5g075390.1	bZIP	Medtr5g075390	OG0002118	TFDB	medtr
Medtr5g076070.1	FAR1	Medtr5g076070	OG0002481	TFDB	medtr
Medtr5g076850.1	NAC	Medtr5g076850	OG0004554	TFDB	medtr
Medtr5g079500.1	bHLH	Medtr5g079500	OG0003562	TFDB	medtr
Medtr5g079560.1	FAR1	Medtr5g079560	None	TFDB	medtr
Medtr5g080030.1	YABBY	Medtr5g080030	OG0012137	TFDB	medtr
Medtr5g080470.1	LBD	Medtr5g080470	OG0011466	TFDB	medtr
Medtr5g083010.1	LBD	Medtr5g083010	OG0004957	TFDB	medtr
Medtr5g083230.1	LBD	Medtr5g083230	OG0001512	TFDB	medtr
Medtr5g083960.1	LBD	Medtr5g083960	OG0004111	TFDB	medtr
Medtr5g085390.1	LBD	Medtr5g085390	OG0002986	TFDB	medtr
Medtr5g087790.1	EIL	Medtr5g087790	OG0001682	TFDB	medtr
Medtr5g088230.1	bZIP	Medtr5g088230	OG0013352	TFDB	medtr
Medtr5g088760.1	NF-YC	Medtr5g088760	OG0001736	TFDB	medtr
Medtr5g089170.1	HSF	Medtr5g089170	OG0007733	TFDB	medtr
Medtr5g089750.1	SRS	Medtr5g089750	OG0006337	TFDB	medtr
Medtr5g090970.1	NAC	Medtr5g090970	OG0001060	TFDB	medtr
Medtr5g091390.1	WRKY	Medtr5g091390	OG0001616	TFDB	medtr
